Year,NOC,Sex,Total,Gold,Silver,Bronze,No medal
2004,GRE,M,0,0,0,0,0
2004,HKG,M,0,0,0,0,0
2004,HUN,F,0,0,0,0,0
2004,ITA,F,0,0,0,0,0
2004,JPN,F,0,0,0,0,0
2004,JPN,M,0,0,0,0,0
2004,KAZ,F,0,0,0,0,0
2004,KAZ,M,0,0,0,0,0
2004,LUX,F,0,0,0,0,0
2004,MEX,M,0,0,0,0,0
2004,NED,F,0,0,0,0,0
2004,NZL,F,0,0,0,0,0
2004,NZL,M,2,1,1,0,0
2004,POR,F,0,0,0,0,0
2004,RSA,F,0,0,0,0,0
2004,RSA,M,0,0,0,0,0
2004,RUS,F,0,0,0,0,0
2004,RUS,M,0,0,0,0,0
2004,SUI,F,0,0,0,0,0
2004,SUI,M,1,0,0,1,0
2004,UKR,M,0,0,0,0,0
2004,USA,F,1,0,0,1,0
2004,USA,M,0,0,0,0,0
2004,VEN,M,0,0,0,0,0
2008,AUS,F,2,1,0,1,0
2008,AUS,M,0,0,0,0,0
2008,AUT,F,0,0,0,0,0
2008,AUT,M,0,0,0,0,0
2008,BEL,M,0,0,0,0,0
2008,BER,F,0,0,0,0,0
2008,BRA,F,0,0,0,0,0
2008,BRA,M,0,0,0,0,0
2008,CAN,F,0,0,0,0,0
2008,CAN,M,1,0,1,0,0
2008,CHI,F,0,0,0,0,0
2008,CHN,F,0,0,0,0,0
2008,CHN,M,0,0,0,0,0
2008,CZE,F,0,0,0,0,0
2008,CZE,M,0,0,0,0,0
2008,DEN,M,0,0,0,0,0
2008,ESP,F,0,0,0,0,0
2008,ESP,M,0,0,0,0,0
2008,EST,M,0,0,0,0,0
2008,FRA,F,0,0,0,0,0
2008,FRA,M,0,0,0,0,0
2008,GBR,F,0,0,0,0,0
2008,GBR,M,0,0,0,0,0
2008,GER,F,0,0,0,0,0
2008,GER,M,1,1,0,0,0
2008,GRE,F,0,0,0,0,0
2008,HKG,F,0,0,0,0,0
2008,HKG,M,0,0,0,0,0
2008,HUN,F,0,0,0,0,0
2008,HUN,M,0,0,0,0,0
2008,IRL,F,0,0,0,0,0
2008,ITA,F,0,0,0,0,0
2008,ITA,M,0,0,0,0,0
2008,JPN,F,0,0,0,0,0
2008,JPN,M,0,0,0,0,0
2008,KAZ,M,0,0,0,0,0
2008,LUX,F,0,0,0,0,0
2008,LUX,M,0,0,0,0,0
2008,MEX,F,0,0,0,0,0
2008,MEX,M,0,0,0,0,0
2008,NED,F,0,0,0,0,0
2008,NED,M,0,0,0,0,0
2008,NZL,F,0,0,0,0,0
2008,NZL,M,1,0,0,1,0
2008,POL,F,0,0,0,0,0
2008,POL,M,0,0,0,0,0
2008,POR,F,1,0,1,0,0
2008,POR,M,0,0,0,0,0
2008,RSA,F,0,0,0,0,0
2008,RUS,F,0,0,0,0,0
2008,RUS,M,0,0,0,0,0
2008,SUI,F,0,0,0,0,0
2008,SUI,M,0,0,0,0,0
2008,SVK,M,0,0,0,0,0
2008,SWE,F,0,0,0,0,0
2008,SYR,M,0,0,0,0,0
2008,UKR,F,0,0,0,0,0
2008,UKR,M,0,0,0,0,0
2008,USA,F,0,0,0,0,0
2008,USA,M,0,0,0,0,0
2008,ZIM,M,0,0,0,0,0
2012,ARG,M,0,0,0,0,0
2012,AUS,F,1,0,0,1,0
2012,AUS,M,0,0,0,0,0
2012,AUT,F,0,0,0,0,0
2012,AUT,M,0,0,0,0,0
2012,BEL,F,0,0,0,0,0
2012,BEL,M,0,0,0,0,0
2012,BER,F,0,0,0,0,0
2012,BER,M,0,0,0,0,0
2012,BRA,F,0,0,0,0,0
2012,BRA,M,0,0,0,0,0
2012,CAN,F,0,0,0,0,0
2012,CAN,M,0,0,0,0,0
2012,CHI,F,0,0,0,0,0
2012,CHI,M,0,0,0,0,0
2012,CHN,F,0,0,0,0,0
2012,CHN,M,0,0,0,0,0
2012,COL,M,0,0,0,0,0
2012,CRC,M,0,0,0,0,0
2012,CZE,F,0,0,0,0,0
2012,CZE,M,0,0,0,0,0
2012,DEN,F,0,0,0,0,0
2012,ECU,F,0,0,0,0,0
2012,ESP,F,0,0,0,0,0
2012,ESP,M,1,0,1,0,0
2012,FRA,F,0,0,0,0,0
2012,FRA,M,0,0,0,0,0
2012,GBR,F,0,0,0,0,0
2012,GBR,M,2,1,0,1,0
2012,GER,F,0,0,0,0,0
2012,GER,M,0,0,0,0,0
2012,HUN,F,0,0,0,0,0
2012,IRL,F,0,0,0,0,0
2012,IRL,M,0,0,0,0,0
2012,ITA,F,0,0,0,0,0
2012,ITA,M,0,0,0,0,0
2012,JPN,F,0,0,0,0,0
2012,JPN,M,0,0,0,0,0
2012,KOR,M,0,0,0,0,0
2012,MEX,F,0,0,0,0,0
2012,MEX,M,0,0,0,0,0
2012,MON,M,0,0,0,0,0
2012,MRI,F,0,0,0,0,0
2012,NED,F,0,0,0,0,0
2012,NZL,F,0,0,0,0,0
2012,NZL,M,0,0,0,0,0
2012,POL,F,0,0,0,0,0
2012,POL,M,0,0,0,0,0
2012,POR,M,0,0,0,0,0
2012,RSA,F,0,0,0,0,0
2012,RSA,M,0,0,0,0,0
2012,RUS,F,0,0,0,0,0
2012,RUS,M,0,0,0,0,0
2012,SLO,F,0,0,0,0,0
2012,SUI,F,1,1,0,0,0
2012,SUI,M,0,0,0,0,0
2012,SVK,M,0,0,0,0,0
2012,SWE,F,1,0,1,0,0
2012,UKR,F,0,0,0,0,0
2012,UKR,M,0,0,0,0,0
2012,USA,F,0,0,0,0,0
2012,USA,M,0,0,0,0,0
2012,ZIM,M,0,0,0,0,0
2016,ARG,M,0,0,0,0,0
2016,AUS,F,0,0,0,0,0
2016,AUS,M,0,0,0,0,0
2016,AUT,F,0,0,0,0,0
2016,AUT,M,0,0,0,0,0
2016,AZE,M,0,0,0,0,0
2016,BAR,M,0,0,0,0,0
2016,BEL,F,0,0,0,0,0
2016,BEL,M,0,0,0,0,0
2016,BER,F,0,0,0,0,0
2016,BRA,F,0,0,0,0,0
2016,BRA,M,0,0,0,0,0
2016,CAN,F,0,0,0,0,0
2016,CAN,M,0,0,0,0,0
2016,CHI,F,0,0,0,0,0
2016,CHN,F,0,0,0,0,0
2016,CHN,M,0,0,0,0,0
2016,CRC,M,0,0,0,0,0
2016,CZE,F,0,0,0,0,0
2016,DEN,M,0,0,0,0,0
2016,ECU,F,0,0,0,0,0
2016,ESP,F,0,0,0,0,0
2016,ESP,M,0,0,0,0,0
2016,EST,F,0,0,0,0,0
2016,FRA,F,0,0,0,0,0
2016,FRA,M,0,0,0,0,0
2016,GBR,F,1,0,0,1,0
2016,GBR,M,2,1,1,0,0
2016,GER,F,0,0,0,0,0
2016,HUN,F,0,0,0,0,0
2016,HUN,M,0,0,0,0,0
2016,IRL,F,0,0,0,0,0
2016,IRL,M,0,0,0,0,0
2016,ISR,M,0,0,0,0,0
2016,ITA,F,0,0,0,0,0
2016,ITA,M,0,0,0,0,0
2016,JOR,M,0,0,0,0,0
2016,JPN,F,0,0,0,0,0
2016,JPN,M,0,0,0,0,0
2016,MEX,F,0,0,0,0,0
2016,MEX,M,0,0,0,0,0
2016,MRI,F,0,0,0,0,0
2016,NED,F,0,0,0,0,0
2016,NOR,M,0,0,0,0,0
2016,NZL,F,0,0,0,0,0
2016,NZL,M,0,0,0,0,0
2016,POL,F,0,0,0,0,0
2016,POR,M,0,0,0,0,0
2016,PUR,M,0,0,0,0,0
2016,RSA,F,0,0,0,0,0
2016,RSA,M,1,0,0,1,0
2016,RUS,F,0,0,0,0,0
2016,RUS,M,0,0,0,0,0
2016,SLO,F,0,0,0,0,0
2016,SUI,F,1,0,1,0,0
2016,SUI,M,0,0,0,0,0
2016,SVK,M,0,0,0,0,0
2016,SWE,F,0,0,0,0,0
2016,UKR,F,0,0,0,0,0
2016,UKR,M,0,0,0,0,0
2016,USA,F,1,1,0,0,0
2016,USA,M,0,0,0,0,0
2020,ARG,F,0,0,0,0,0
2020,AUS,F,0,0,0,0,0
2020,AUS,M,0,0,0,0,0
2020,AUT,F,0,0,0,0,0
2020,AUT,M,0,0,0,0,0
2020,AZE,M,0,0,0,0,0
2020,BEL,F,0,0,0,0,0
2020,BEL,M,0,0,0,0,0
2020,BER,F,1,1,0,0,0
2020,BRA,F,0,0,0,0,0
2020,BRA,M,0,0,0,0,0
2020,CAN,F,0,0,0,0,0
2020,CAN,M,0,0,0,0,0
2020,CHI,F,0,0,0,0,0
2020,CHI,M,0,0,0,0,0
2020,CHN,F,0,0,0,0,0
2020,CZE,F,0,0,0,0,0
2020,ECU,F,0,0,0,0,0
2020,EGY,F,0,0,0,0,0
2020,ESP,F,0,0,0,0,0
2020,ESP,M,0,0,0,0,0
2020,EST,F,0,0,0,0,0
2020,FRA,F,2,0,0,2,0
2020,FRA,M,3,0,0,3,0
2020,GBR,F,4,3,1,0,0
2020,GBR,M,3,2,1,0,0
2020,GER,F,0,0,0,0,0
2020,GER,M,0,0,0,0,0
2020,HKG,M,0,0,0,0,0
2020,HUN,F,0,0,0,0,0
2020,HUN,M,0,0,0,0,0
2020,IRL,F,0,0,0,0,0
2020,IRL,M,0,0,0,0,0
2020,ISR,M,0,0,0,0,0
2020,ITA,F,0,0,0,0,0
2020,ITA,M,0,0,0,0,0
2020,JPN,F,0,0,0,0,0
2020,JPN,M,0,0,0,0,0
2020,LUX,M,0,0,0,0,0
2020,MAR,M,0,0,0,0,0
2020,MEX,F,0,0,0,0,0
2020,MEX,M,0,0,0,0,0
2020,NED,F,0,0,0,0,0
2020,NED,M,0,0,0,0,0
2020,NOR,F,0,0,0,0,0
2020,NOR,M,1,1,0,0,0
2020,NZL,F,0,0,0,0,0
2020,NZL,M,1,0,0,1,0
2020,POR,F,0,0,0,0,0
2020,POR,M,0,0,0,0,0
2020,ROC,F,0,0,0,0,0
2020,ROC,M,0,0,0,0,0
2020,ROU,M,0,0,0,0,0
2020,RSA,F,0,0,0,0,0
2020,RSA,M,0,0,0,0,0
2020,SUI,F,0,0,0,0,0
2020,SUI,M,0,0,0,0,0
2020,SYR,M,0,0,0,0,0
2020,UKR,F,0,0,0,0,0
2020,USA,F,4,0,3,1,0
2020,USA,M,2,0,2,0,0
2024,ARG,F,0,0,0,0,0
2024,AUS,F,0,0,0,0,0
2024,AUS,M,0,0,0,0,0
2024,AUT,F,0,0,0,0,0
2024,AUT,M,0,0,0,0,0
2024,AZE,M,0,0,0,0,0
2024,BAR,M,0,0,0,0,0
2024,BEL,F,0,0,0,0,0
2024,BEL,M,0,0,0,0,0
2024,BER,F,0,0,0,0,0
2024,BER,M,0,0,0,0,0
2024,BRA,F,0,0,0,0,0
2024,BRA,M,0,0,0,0,0
2024,CAN,F,0,0,0,0,0
2024,CAN,M,0,0,0,0,0
2024,CHI,M,0,0,0,0,0
2024,CHN,F,0,0,0,0,0
2024,COL,F,0,0,0,0,0
2024,CZE,F,0,0,0,0,0
2024,DEN,F,0,0,0,0,0
2024,DEN,M,0,0,0,0,0
2024,ECU,F,0,0,0,0,0
2024,ESP,F,0,0,0,0,0
2024,ESP,M,0,0,0,0,0
2024,FRA,F,1,1,0,0,0
2024,FRA,M,1,0,0,1,0
2024,GBR,F,1,0,0,1,0
2024,GBR,M,1,1,0,0,0
2024,GER,F,0,0,0,0,0
2024,GER,M,0,0,0,0,0
2024,GUM,F,0,0,0,0,0
2024,HKG,M,0,0,0,0,0
2024,HUN,F,0,0,0,0,0
2024,HUN,M,0,0,0,0,0
2024,ISL,F,0,0,0,0,0
2024,ISR,M,0,0,0,0,0
2024,ITA,F,0,0,0,0,0
2024,ITA,M,0,0,0,0,0
2024,JPN,F,0,0,0,0,0
2024,JPN,M,0,0,0,0,0
2024,KAZ,F,0,0,0,0,0
2024,LUX,F,0,0,0,0,0
2024,MAR,M,0,0,0,0,0
2024,MEX,F,0,0,0,0,0
2024,MEX,M,0,0,0,0,0
2024,MRI,M,0,0,0,0,0
2024,NED,F,0,0,0,0,0
2024,NED,M,0,0,0,0,0
2024,NOR,F,0,0,0,0,0
2024,NOR,M,0,0,0,0,0
2024,NZL,F,0,0,0,0,0
2024,NZL,M,1,0,1,0,0
2024,POL,F,0,0,0,0,0
2024,POR,F,0,0,0,0,0
2024,POR,M,0,0,0,0,0
2024,ROU,M,0,0,0,0,0
2024,RSA,F,0,0,0,0,0
2024,RSA,M,0,0,0,0,0
2024,SUI,F,1,0,1,0,0
2024,SUI,M,0,0,0,0,0
2024,SWE,F,0,0,0,0,0
2024,TOG,M,0,0,0,0,0
2024,USA,F,0,0,0,0,0
2024,USA,M,0,0,0,0,0
1964,BRA,M,0,0,0,0,0
1964,BUL,M,0,0,0,0,0
1964,HUN,M,0,0,0,0,0
1964,JPN,F,12,12,0,0,0
1964,JPN,M,9,0,0,9,0
1964,KOR,F,0,0,0,0,0
1964,KOR,M,0,0,0,0,0
1964,NED,M,0,0,0,0,0
1964,POL,F,10,0,0,10,0
1964,ROU,F,0,0,0,0,0
1964,ROU,M,0,0,0,0,0
1964,TCH,M,11,0,11,0,0
1964,URS,F,12,0,12,0,0
1964,URS,M,11,11,0,0,0
1964,USA,F,0,0,0,0,0
1964,USA,M,0,0,0,0,0
1968,BEL,M,0,0,0,0,0
1968,BRA,M,0,0,0,0,0
1968,BUL,M,0,0,0,0,0
1968,GDR,M,0,0,0,0,0
1968,JPN,F,9,0,9,0,0
1968,JPN,M,11,0,11,0,0
1968,KOR,F,0,0,0,0,0
1968,MEX,F,0,0,0,0,0
1968,MEX,M,0,0,0,0,0
1968,PER,F,0,0,0,0,0
1968,POL,F,12,0,0,12,0
1968,POL,M,0,0,0,0,0
1968,TCH,F,0,0,0,0,0
1968,TCH,M,12,0,0,12,0
1968,URS,F,11,11,0,0,0
1968,URS,M,12,12,0,0,0
1968,USA,F,0,0,0,0,0
1968,USA,M,0,0,0,0,0
1972,BRA,M,0,0,0,0,0
1972,BUL,M,0,0,0,0,0
1972,CUB,F,0,0,0,0,0
1972,CUB,M,0,0,0,0,0
1972,FRG,F,0,0,0,0,0
1972,FRG,M,0,0,0,0,0
1972,GDR,M,12,0,12,0,0
1972,HUN,F,0,0,0,0,0
1972,JPN,F,12,0,12,0,0
1972,JPN,M,12,12,0,0,0
1972,KOR,F,0,0,0,0,0
1972,KOR,M,0,0,0,0,0
1972,POL,M,0,0,0,0,0
1972,PRK,F,11,0,0,11,0
1972,ROU,M,0,0,0,0,0
1972,TCH,F,0,0,0,0,0
1972,TCH,M,0,0,0,0,0
1972,TUN,M,0,0,0,0,0
1972,URS,F,12,12,0,0,0
1972,URS,M,12,0,0,12,0
1976,BRA,M,0,0,0,0,0
1976,CAN,F,0,0,0,0,0
1976,CAN,M,0,0,0,0,0
1976,CUB,F,0,0,0,0,0
1976,CUB,M,12,0,0,12,0
1976,EGY,M,0,0,0,0,0
1976,GDR,F,0,0,0,0,0
1976,HUN,F,0,0,0,0,0
1976,ITA,M,0,0,0,0,0
1976,JPN,F,12,12,0,0,0
1976,JPN,M,0,0,0,0,0
1976,KOR,F,12,0,0,12,0
1976,KOR,M,0,0,0,0,0
1976,PER,F,0,0,0,0,0
1976,POL,M,12,12,0,0,0
1976,TCH,M,0,0,0,0,0
1976,URS,F,12,0,12,0,0
1976,URS,M,12,0,12,0,0
1980,BRA,F,0,0,0,0,0
1980,BRA,M,0,0,0,0,0
1980,BUL,F,10,0,0,10,0
1980,BUL,M,12,0,12,0,0
1980,CUB,F,0,0,0,0,0
1980,CUB,M,0,0,0,0,0
1980,GDR,F,12,0,12,0,0
1980,HUN,F,0,0,0,0,0
1980,ITA,M,0,0,0,0,0
1980,LBA,M,0,0,0,0,0
1980,PER,F,0,0,0,0,0
1980,POL,M,0,0,0,0,0
1980,ROU,F,0,0,0,0,0
1980,ROU,M,10,0,0,10,0
1980,TCH,M,0,0,0,0,0
1980,URS,F,11,11,0,0,0
1980,URS,M,12,12,0,0,0
1980,YUG,M,0,0,0,0,0
1984,ARG,M,0,0,0,0,0
1984,BRA,F,0,0,0,0,0
1984,BRA,M,12,0,12,0,0
1984,CAN,F,0,0,0,0,0
1984,CAN,M,0,0,0,0,0
1984,CHN,F,10,10,0,0,0
1984,CHN,M,0,0,0,0,0
1984,EGY,M,0,0,0,0,0
1984,FRG,F,0,0,0,0,0
1984,ITA,M,12,0,0,12,0
1984,JPN,F,12,0,0,12,0
1984,JPN,M,0,0,0,0,0
1984,KOR,F,0,0,0,0,0
1984,KOR,M,0,0,0,0,0
1984,PER,F,0,0,0,0,0
1984,TUN,M,0,0,0,0,0
1984,USA,F,12,0,12,0,0
1984,USA,M,12,12,0,0,0
1988,ARG,M,12,0,0,12,0
1988,BRA,F,0,0,0,0,0
1988,BRA,M,0,0,0,0,0
1988,BUL,M,0,0,0,0,0
1988,CHN,F,11,0,0,11,0
1988,FRA,M,0,0,0,0,0
1988,GDR,F,0,0,0,0,0
1988,ITA,M,0,0,0,0,0
1988,JPN,F,0,0,0,0,0
1988,JPN,M,0,0,0,0,0
1988,KOR,F,0,0,0,0,0
1988,KOR,M,0,0,0,0,0
1988,NED,M,0,0,0,0,0
1988,PER,F,12,0,12,0,0
1988,SWE,M,0,0,0,0,0
1988,TUN,M,0,0,0,0,0
1988,URS,F,12,12,0,0,0
1988,URS,M,12,0,12,0,0
1988,USA,F,0,0,0,0,0
1988,USA,M,12,12,0,0,0
1992,ALG,M,0,0,0,0,0
1992,BRA,F,0,0,0,0,0
1992,BRA,M,12,12,0,0,0
1992,CAN,M,0,0,0,0,0
1992,CHN,F,0,0,0,0,0
1992,CUB,F,10,10,0,0,0
1992,CUB,M,0,0,0,0,0
1992,ESP,F,0,0,0,0,0
1992,ESP,M,0,0,0,0,0
1992,EUN,F,8,0,8,0,0
1992,EUN,M,0,0,0,0,0
1992,FRA,M,0,0,0,0,0
1992,ITA,M,0,0,0,0,0
1992,JPN,F,0,0,0,0,0
1992,JPN,M,0,0,0,0,0
1992,KOR,M,0,0,0,0,0
1992,NED,F,0,0,0,0,0
1992,NED,M,12,0,12,0,0
1992,USA,F,12,0,0,12,0
1992,USA,M,12,0,0,12,0
1996,ARG,M,0,0,0,0,0
1996,BRA,F,12,0,0,12,0
1996,BRA,M,0,0,0,0,0
1996,BUL,M,0,0,0,0,0
1996,CAN,F,0,0,0,0,0
1996,CHN,F,9,0,9,0,0
1996,CUB,F,10,10,0,0,0
1996,CUB,M,0,0,0,0,0
1996,GER,F,0,0,0,0,0
1996,ITA,M,12,0,12,0,0
1996,JPN,F,0,0,0,0,0
1996,KOR,F,0,0,0,0,0
1996,KOR,M,0,0,0,0,0
1996,NED,F,0,0,0,0,0
1996,NED,M,12,12,0,0,0
1996,PER,F,0,0,0,0,0
1996,POL,M,0,0,0,0,0
1996,RUS,F,0,0,0,0,0
1996,RUS,M,0,0,0,0,0
1996,SCG,M,12,0,0,12,0
1996,TUN,M,0,0,0,0,0
1996,UKR,F,0,0,0,0,0
1996,USA,F,0,0,0,0,0
1996,USA,M,0,0,0,0,0
2000,ARG,M,0,0,0,0,0
2000,AUS,F,0,0,0,0,0
2000,AUS,M,0,0,0,0,0
2000,BRA,F,12,0,0,12,0
2000,BRA,M,0,0,0,0,0
2000,CHN,F,0,0,0,0,0
2000,CRO,F,0,0,0,0,0
2000,CUB,F,8,8,0,0,0
2000,CUB,M,0,0,0,0,0
2000,EGY,M,0,0,0,0,0
2000,ESP,M,0,0,0,0,0
2000,GER,F,0,0,0,0,0
2000,ITA,F,0,0,0,0,0
2000,ITA,M,12,0,0,12,0
2000,KEN,F,0,0,0,0,0
2000,KOR,F,0,0,0,0,0
2000,KOR,M,0,0,0,0,0
2000,NED,M,0,0,0,0,0
2000,PER,F,0,0,0,0,0
2000,RUS,F,12,0,12,0,0
2000,RUS,M,12,0,12,0,0
2000,SCG,M,11,11,0,0,0
2000,USA,F,0,0,0,0,0
2000,USA,M,0,0,0,0,0
2004,ARG,M,0,0,0,0,0
2004,AUS,M,0,0,0,0,0
2004,BRA,F,0,0,0,0,0
2004,BRA,M,12,12,0,0,0
2004,CHN,F,12,12,0,0,0
2004,CUB,F,12,0,0,12,0
2004,DOM,F,0,0,0,0,0
2004,FRA,M,0,0,0,0,0
2004,GER,F,0,0,0,0,0
2004,GRE,F,0,0,0,0,0
2004,GRE,M,0,0,0,0,0
2004,ITA,F,0,0,0,0,0
2004,ITA,M,12,0,12,0,0
2004,JPN,F,0,0,0,0,0
2004,KEN,F,0,0,0,0,0
2004,KOR,F,0,0,0,0,0
2004,NED,M,0,0,0,0,0
2004,POL,M,0,0,0,0,0
2004,RUS,F,10,0,10,0,0
2004,RUS,M,12,0,0,12,0
2004,SCG,M,0,0,0,0,0
2004,TUN,M,0,0,0,0,0
2004,USA,F,0,0,0,0,0
2004,USA,M,0,0,0,0,0
2008,ALG,F,0,0,0,0,0
2008,BRA,F,12,12,0,0,0
2008,BRA,M,12,0,12,0,0
2008,BUL,M,0,0,0,0,0
2008,CHN,F,12,0,0,12,0
2008,CHN,M,0,0,0,0,0
2008,CUB,F,0,0,0,0,0
2008,EGY,M,0,0,0,0,0
2008,GER,M,0,0,0,0,0
2008,ITA,F,0,0,0,0,0
2008,ITA,M,0,0,0,0,0
2008,JPN,F,0,0,0,0,0
2008,JPN,M,0,0,0,0,0
2008,KAZ,F,0,0,0,0,0
2008,POL,F,0,0,0,0,0
2008,POL,M,0,0,0,0,0
2008,RUS,F,0,0,0,0,0
2008,RUS,M,12,0,0,12,0
2008,SRB,F,0,0,0,0,0
2008,SRB,M,0,0,0,0,0
2008,USA,F,12,0,12,0,0
2008,USA,M,12,12,0,0,0
2008,VEN,F,0,0,0,0,0
2008,VEN,M,0,0,0,0,0
2012,ALG,F,0,0,0,0,0
2012,ARG,M,0,0,0,0,0
2012,AUS,M,0,0,0,0,0
2012,BRA,F,12,12,0,0,0
2012,BRA,M,12,0,12,0,0
2012,BUL,M,0,0,0,0,0
2012,CHN,F,0,0,0,0,0
2012,DOM,F,0,0,0,0,0
2012,GBR,F,0,0,0,0,0
2012,GBR,M,0,0,0,0,0
2012,GER,M,0,0,0,0,0
2012,ITA,F,0,0,0,0,0
2012,ITA,M,12,0,0,12,0
2012,JPN,F,12,0,0,12,0
2012,KOR,F,0,0,0,0,0
2012,POL,M,0,0,0,0,0
2012,RUS,F,0,0,0,0,0
2012,RUS,M,12,12,0,0,0
2012,SRB,F,0,0,0,0,0
2012,SRB,M,0,0,0,0,0
2012,TUN,M,0,0,0,0,0
2012,TUR,F,0,0,0,0,0
2012,USA,F,12,0,12,0,0
2012,USA,M,0,0,0,0,0
2016,ARG,F,0,0,0,0,0
2016,ARG,M,0,0,0,0,0
2016,BRA,F,0,0,0,0,0
2016,BRA,M,12,12,0,0,0
2016,CAN,M,0,0,0,0,0
2016,CHN,F,12,12,0,0,0
2016,CMR,F,0,0,0,0,0
2016,CUB,M,0,0,0,0,0
2016,EGY,M,0,0,0,0,0
2016,FRA,M,0,0,0,0,0
2016,IRI,M,0,0,0,0,0
2016,ITA,F,0,0,0,0,0
2016,ITA,M,12,0,12,0,0
2016,JPN,F,0,0,0,0,0
2016,KOR,F,0,0,0,0,0
2016,MEX,M,0,0,0,0,0
2016,NED,F,0,0,0,0,0
2016,POL,M,0,0,0,0,0
2016,PUR,F,0,0,0,0,0
2016,RUS,F,0,0,0,0,0
2016,RUS,M,0,0,0,0,0
2016,SRB,F,12,0,12,0,0
2016,USA,F,12,0,0,12,0
2016,USA,M,12,0,0,12,0
2020,ARG,F,0,0,0,0,0
2020,ARG,M,12,0,0,12,0
2020,BRA,F,12,0,12,0,0
2020,BRA,M,0,0,0,0,0
2020,CAN,M,0,0,0,0,0
2020,CHN,F,0,0,0,0,0
2020,DOM,F,0,0,0,0,0
2020,FRA,M,12,12,0,0,0
2020,IRI,M,0,0,0,0,0
2020,ITA,F,0,0,0,0,0
2020,ITA,M,0,0,0,0,0
2020,JPN,F,0,0,0,0,0
2020,JPN,M,0,0,0,0,0
2020,KEN,F,0,0,0,0,0
2020,KOR,F,0,0,0,0,0
2020,POL,M,0,0,0,0,0
2020,ROC,F,0,0,0,0,0
2020,ROC,M,12,0,12,0,0
2020,SRB,F,12,0,0,12,0
2020,TUN,M,0,0,0,0,0
2020,TUR,F,0,0,0,0,0
2020,USA,F,12,12,0,0,0
2020,USA,M,0,0,0,0,0
2020,VEN,M,0,0,0,0,0
2024,ARG,M,0,0,0,0,0
2024,BRA,F,13,0,0,13,0
2024,BRA,M,0,0,0,0,0
2024,CAN,M,0,0,0,0,0
2024,CHN,F,0,0,0,0,0
2024,DOM,F,0,0,0,0,0
2024,EGY,M,0,0,0,0,0
2024,FRA,F,0,0,0,0,0
2024,FRA,M,13,13,0,0,0
2024,GER,M,0,0,0,0,0
2024,ITA,F,13,13,0,0,0
2024,ITA,M,0,0,0,0,0
2024,JPN,F,0,0,0,0,0
2024,JPN,M,0,0,0,0,0
2024,KEN,F,0,0,0,0,0
2024,NED,F,0,0,0,0,0
2024,POL,F,0,0,0,0,0
2024,POL,M,13,0,13,0,0
2024,SLO,M,0,0,0,0,0
2024,SRB,F,0,0,0,0,0
2024,SRB,M,0,0,0,0,0
2024,TUR,F,0,0,0,0,0
2024,USA,F,13,0,13,0,0
2024,USA,M,13,0,0,13,0
1896,DEN,M,2,1,1,0,0
1896,GBR,M,2,1,1,0,0
1896,GER,M,0,0,0,0,0
1896,GRE,M,2,0,0,2,0
1896,HUN,M,0,0,0,0,0
1904,GER,M,2,0,0,2,0
1904,GRE,M,1,1,0,0,0
1904,USA,M,3,1,2,0,0
1906,AUT,M,2,1,1,0,0
1906,BEL,M,0,0,0,0,0
1906,FRA,M,1,0,0,1,0
1906,GER,M,3,0,0,3,0
1906,GRE,M,1,1,0,0,0
1906,ITA,M,1,0,1,0,0
1906,SWE,M,0,0,0,0,0
1920,BEL,M,3,1,1,1,0
1920,DEN,M,0,0,0,0,0
1920,EGY,M,0,0,0,0,0
1920,EST,M,2,1,1,0,0
1920,FIN,M,0,0,0,0,0
1920,FRA,M,3,2,0,1,0
1920,GBR,M,0,0,0,0,0
1920,GRE,M,0,0,0,0,0
1920,ITA,M,2,1,1,0,0
1920,LUX,M,1,0,1,0,0
1920,NED,M,0,0,0,0,0
1920,SUI,M,2,0,1,1,0
1920,SWE,M,2,0,0,2,0
1920,TCH,M,0,0,0,0,0
1924,ARG,M,0,0,0,0,0
1924,AUT,M,4,0,3,1,0
1924,BEL,M,0,0,0,0,0
1924,EGY,M,0,0,0,0,0
1924,EST,M,3,0,1,2,0
1924,FRA,M,2,2,0,0,0
1924,GBR,M,0,0,0,0,0
1924,ITA,M,3,3,0,0,0
1924,LAT,M,0,0,0,0,0
1924,LUX,M,0,0,0,0,0
1924,NED,M,0,0,0,0,0
1924,POR,M,0,0,0,0,0
1924,SUI,M,2,0,1,1,0
1924,SWE,M,0,0,0,0,0
1924,TCH,M,1,0,0,1,0
1924,TUR,M,0,0,0,0,0
1928,ARG,M,0,0,0,0,0
1928,AUT,M,2,2,0,0,0
1928,BEL,M,0,0,0,0,0
1928,DEN,M,0,0,0,0,0
1928,EGY,M,1,1,0,0,0
1928,EST,M,1,0,1,0,0
1928,FRA,M,3,1,1,1,0
1928,GBR,M,0,0,0,0,0
1928,GER,M,3,2,0,1,0
1928,ITA,M,2,0,2,0,0
1928,LAT,M,0,0,0,0,0
1928,LTU,M,0,0,0,0,0
1928,LUX,M,0,0,0,0,0
1928,NED,M,2,0,0,2,0
1928,POR,M,0,0,0,0,0
1928,SUI,M,0,0,0,0,0
1928,SWE,M,0,0,0,0,0
1928,TCH,M,1,0,0,1,0
1928,TUR,M,0,0,0,0,0
1932,ARG,M,0,0,0,0,0
1932,AUT,M,2,0,1,1,0
1932,DEN,M,1,0,1,0,0
