index,Year,Total,Gold,Silver,Bronze,No medal,Sport,NOC,Sex
2,1972,0,0,0,0,5,Sailing,PUR,M
3,1976,0,0,0,0,9,Sailing,PUR,M
4,1984,0,0,0,0,6,Sailing,PUR,M
5,1988,0,0,0,0,3,Sailing,PUR,M
6,1992,0,0,0,0,3,Sailing,PUR,M
7,1996,0,0,0,0,2,Sailing,PUR,M
8,2000,0,0,0,0,2,Sailing,PUR,M
9,2004,0,0,0,0,2,Sailing,PUR,M
10,2020,0,0,0,0,1,Sailing,PUR,M
11,2024,0,0,0,0,1,Sailing,PUR,M
0,1988,0,0,0,0,1,Sailing,QAT,M
1,1996,0,0,0,0,1,Sailing,QAT,M
0,1960,0,0,0,0,2,Sailing,RHO,M
0,2020,0,0,0,0,2,Sailing,ROC,F
0,2020,0,0,0,0,4,Sailing,ROC,M
0,1980,0,0,0,0,1,Sailing,ROU,F
1,2024,0,0,0,0,1,Sailing,ROU,F
0,1980,0,0,0,0,4,Sailing,ROU,M
1,1996,0,0,0,0,2,Sailing,ROU,M
0,2008,0,0,0,0,3,Sailing,RSA,F
0,1924,0,0,0,0,1,Sailing,RSA,M
1,1928,0,0,0,0,1,Sailing,RSA,M
2,1932,0,0,0,0,3,Sailing,RSA,M
3,1948,0,0,0,0,1,Sailing,RSA,M
4,1952,0,0,0,0,4,Sailing,RSA,M
5,1956,0,0,0,0,6,Sailing,RSA,M
6,1960,0,0,0,0,3,Sailing,RSA,M
7,1992,0,0,0,0,11,Sailing,RSA,M
8,1996,0,0,0,0,5,Sailing,RSA,M
9,2000,0,0,0,0,2,Sailing,RSA,M
10,2004,0,0,0,0,1,Sailing,RSA,M
11,2012,0,0,0,0,2,Sailing,RSA,M
12,2016,0,0,0,0,3,Sailing,RSA,M
13,2020,0,0,0,0,3,Sailing,RSA,M
0,2000,0,0,0,0,2,Sailing,RUS,F
1,2004,0,0,0,0,6,Sailing,RUS,F
2,2008,0,0,0,0,5,Sailing,RUS,F
3,2012,0,0,0,0,5,Sailing,RUS,F
4,2016,1,0,0,1,2,Sailing,RUS,F
0,1912,7,0,0,7,10,Sailing,RUS,M
1,1996,3,0,3,0,9,Sailing,RUS,M
2,2000,0,0,0,0,10,Sailing,RUS,M
3,2004,0,0,0,0,7,Sailing,RUS,M
4,2008,0,0,0,0,5,Sailing,RUS,M
5,2012,0,0,0,0,5,Sailing,RUS,M
6,2016,0,0,0,0,4,Sailing,RUS,M
0,2024,0,0,0,0,1,Sailing,SAM,F
0,2020,0,0,0,0,1,Sailing,SAM,M
1,2024,0,0,0,0,1,Sailing,SAM,M
0,1984,0,0,0,0,1,Sailing,SEN,M
0,2000,0,0,0,0,1,Sailing,SEY,F
0,1992,0,0,0,0,1,Sailing,SEY,M
1,1996,0,0,0,0,2,Sailing,SEY,M
2,2000,0,0,0,0,2,Sailing,SEY,M
3,2004,0,0,0,0,1,Sailing,SEY,M
4,2008,0,0,0,0,1,Sailing,SEY,M
5,2016,0,0,0,0,3,Sailing,SEY,M
6,2020,0,0,0,0,1,Sailing,SEY,M
0,1996,0,0,0,0,1,Sailing,SGP,F
1,2008,0,0,0,0,3,Sailing,SGP,F
2,2012,0,0,0,0,1,Sailing,SGP,F
3,2016,0,0,0,0,7,Sailing,SGP,F
4,2020,0,0,0,0,3,Sailing,SGP,F
0,1956,0,0,0,0,5,Sailing,SGP,M
1,1960,0,0,0,0,3,Sailing,SGP,M
2,1984,0,0,0,0,1,Sailing,SGP,M
3,1988,0,0,0,0,2,Sailing,SGP,M
4,1992,0,0,0,0,2,Sailing,SGP,M
5,1996,0,0,0,0,3,Sailing,SGP,M
6,2000,0,0,0,0,3,Sailing,SGP,M
7,2004,0,0,0,0,1,Sailing,SGP,M
8,2008,0,0,0,0,3,Sailing,SGP,M
9,2012,0,0,0,0,1,Sailing,SGP,M
10,2016,0,0,0,0,3,Sailing,SGP,M
11,2020,0,0,0,0,1,Sailing,SGP,M
12,2024,1,0,0,1,1,Sailing,SGP,M
0,1996,0,0,0,0,3,Sailing,SLO,F
1,2000,0,0,0,0,2,Sailing,SLO,F
2,2004,0,0,0,0,3,Sailing,SLO,F
3,2008,0,0,0,0,2,Sailing,SLO,F
4,2012,0,0,0,0,2,Sailing,SLO,F
5,2016,0,0,0,0,2,Sailing,SLO,F
6,2020,0,0,0,0,2,Sailing,SLO,F
7,2024,0,0,0,0,3,Sailing,SLO,F
0,1992,0,0,0,0,3,Sailing,SLO,M
1,1996,0,0,0,0,2,Sailing,SLO,M
2,2000,0,0,0,0,3,Sailing,SLO,M
3,2004,1,0,0,1,3,Sailing,SLO,M
4,2008,1,0,1,0,3,Sailing,SLO,M
5,2012,0,0,0,0,2,Sailing,SLO,M
6,2016,1,0,1,0,0,Sailing,SLO,M
7,2020,0,0,0,0,1,Sailing,SLO,M
8,2024,1,0,1,0,2,Sailing,SLO,M
0,1984,0,0,0,0,1,Sailing,SMR,M
1,1988,0,0,0,0,1,Sailing,SMR,M
2,1996,0,0,0,0,1,Sailing,SMR,M
0,1968,0,0,0,0,1,Sailing,SRI,M
1,1984,0,0,0,0,2,Sailing,SRI,M
2,2000,0,0,0,0,1,Sailing,SRI,M
0,1900,2,1,1,0,1,Sailing,SUI,F
1,1924,0,0,0,0,1,Sailing,SUI,F
2,1992,0,0,0,0,1,Sailing,SUI,F
3,1996,0,0,0,0,1,Sailing,SUI,F
4,2000,0,0,0,0,1,Sailing,SUI,F
5,2004,0,0,0,0,1,Sailing,SUI,F
6,2008,0,0,0,0,3,Sailing,SUI,F
7,2012,0,0,0,0,1,Sailing,SUI,F
8,2016,0,0,0,0,3,Sailing,SUI,F
9,2020,0,0,0,0,3,Sailing,SUI,F
10,2024,0,0,0,0,3,Sailing,SUI,F
0,1900,4,2,2,0,2,Sailing,SUI,M
1,1928,0,0,0,0,1,Sailing,SUI,M
2,1936,0,0,0,0,6,Sailing,SUI,M
3,1948,0,0,0,0,9,Sailing,SUI,M
4,1952,0,0,0,0,11,Sailing,SUI,M
5,1960,3,0,0,3,8,Sailing,SUI,M
6,1964,0,0,0,0,7,Sailing,SUI,M
7,1968,3,0,3,0,3,Sailing,SUI,M
8,1972,0,0,0,0,10,Sailing,SUI,M
9,1976,0,0,0,0,6,Sailing,SUI,M
10,1980,0,0,0,0,9,Sailing,SUI,M
11,1984,0,0,0,0,9,Sailing,SUI,M
12,1988,0,0,0,0,10,Sailing,SUI,M
13,1992,0,0,0,0,9,Sailing,SUI,M
14,1996,0,0,0,0,4,Sailing,SUI,M
15,2000,0,0,0,0,7,Sailing,SUI,M
16,2004,0,0,0,0,7,Sailing,SUI,M
17,2008,0,0,0,0,6,Sailing,SUI,M
18,2012,0,0,0,0,5,Sailing,SUI,M
19,2016,0,0,0,0,6,Sailing,SUI,M
20,2020,0,0,0,0,3,Sailing,SUI,M
21,2024,0,0,0,0,4,Sailing,SUI,M
0,1996,0,0,0,0,4,Sailing,SVK,M
1,2000,0,0,0,0,1,Sailing,SVK,M
2,2004,0,0,0,0,1,Sailing,SVK,M
3,2008,0,0,0,0,1,Sailing,SVK,M
4,2024,0,0,0,0,1,Sailing,SVK,M
0,1936,1,0,0,1,0,Sailing,SWE,F
1,1988,2,0,2,0,0,Sailing,SWE,F
2,1992,0,0,0,0,2,Sailing,SWE,F
3,1996,0,0,0,0,3,Sailing,SWE,F
4,2000,0,0,0,0,3,Sailing,SWE,F
5,2004,2,0,0,2,0,Sailing,SWE,F
6,2008,0,0,0,0,3,Sailing,SWE,F
7,2012,0,0,0,0,6,Sailing,SWE,F
8,2016,0,0,0,0,3,Sailing,SWE,F
9,2020,1,0,1,0,3,Sailing,SWE,F
10,2024,3,0,2,1,3,Sailing,SWE,F
0,1908,5,0,5,0,8,Sailing,SWE,M
1,1912,26,8,15,3,15,Sailing,SWE,M
2,1920,11,7,4,0,0,Sailing,SWE,M
3,1924,0,0,0,0,4,Sailing,SWE,M
4,1928,7,1,0,6,4,Sailing,SWE,M
5,1932,6,4,0,2,1,Sailing,SWE,M
6,1936,6,0,2,4,8,Sailing,SWE,M
7,1948,8,0,3,5,5,Sailing,SWE,M
8,1952,7,0,3,4,7,Sailing,SWE,M
9,1956,6,6,0,0,1,Sailing,SWE,M
10,1960,0,0,0,0,11,Sailing,SWE,M
11,1964,5,0,3,2,6,Sailing,SWE,M
12,1968,3,3,0,0,11,Sailing,SWE,M
13,1972,6,0,6,0,8,Sailing,SWE,M
14,1976,2,2,0,0,11,Sailing,SWE,M
15,1980,2,0,0,2,8,Sailing,SWE,M
16,1984,0,0,0,0,13,Sailing,SWE,M
17,1988,0,0,0,0,13,Sailing,SWE,M
18,1992,0,0,0,0,13,Sailing,SWE,M
19,1996,2,0,2,0,10,Sailing,SWE,M
20,2000,1,0,0,1,13,Sailing,SWE,M
21,2004,0,0,0,0,8,Sailing,SWE,M
22,2008,2,0,0,2,6,Sailing,SWE,M
23,2012,3,2,0,1,5,Sailing,SWE,M
24,2016,0,0,0,0,4,Sailing,SWE,M
25,2020,2,0,2,0,3,Sailing,SWE,M
26,2024,1,0,0,1,1,Sailing,SWE,M
0,1992,0,0,0,0,2,Sailing,TCH,F
0,1924,0,0,0,0,1,Sailing,TCH,M
1,1928,0,0,0,0,1,Sailing,TCH,M
2,1936,0,0,0,0,2,Sailing,TCH,M
3,1964,0,0,0,0,1,Sailing,TCH,M
4,1972,0,0,0,0,1,Sailing,TCH,M
5,1980,0,0,0,0,3,Sailing,TCH,M
6,1992,0,0,0,0,1,Sailing,TCH,M
0,1964,0,0,0,0,1,Sailing,THA,F
1,1992,0,0,0,0,1,Sailing,THA,F
2,2000,0,0,0,0,1,Sailing,THA,F
3,2008,0,0,0,0,1,Sailing,THA,F
4,2012,0,0,0,0,1,Sailing,THA,F
5,2016,0,0,0,0,2,Sailing,THA,F
6,2020,0,0,0,0,2,Sailing,THA,F
7,2024,0,0,0,0,2,Sailing,THA,F
0,1956,0,0,0,0,2,Sailing,THA,M
1,1960,0,0,0,0,2,Sailing,THA,M
2,1964,0,0,0,0,3,Sailing,THA,M
3,1968,0,0,0,0,1,Sailing,THA,M
4,1972,0,0,0,0,3,Sailing,THA,M
5,1976,0,0,0,0,2,Sailing,THA,M
6,1984,0,0,0,0,1,Sailing,THA,M
7,1988,0,0,0,0,1,Sailing,THA,M
8,1992,0,0,0,0,1,Sailing,THA,M
9,1996,0,0,0,0,1,Sailing,THA,M
10,2000,0,0,0,0,2,Sailing,THA,M
11,2004,0,0,0,0,1,Sailing,THA,M
12,2008,0,0,0,0,1,Sailing,THA,M
13,2012,0,0,0,0,2,Sailing,THA,M
14,2016,0,0,0,0,2,Sailing,THA,M
15,2020,0,0,0,0,1,Sailing,THA,M
16,2024,0,0,0,0,2,Sailing,THA,M
0,1968,0,0,0,0,3,Sailing,TPE,M
1,1972,0,0,0,0,1,Sailing,TPE,M
2,1984,0,0,0,0,2,Sailing,TPE,M
3,1996,0,0,0,0,3,Sailing,TPE,M
4,2000,0,0,0,0,1,Sailing,TPE,M
5,2008,0,0,0,0,1,Sailing,TPE,M
6,2012,0,0,0,0,1,Sailing,TPE,M
7,2016,0,0,0,0,1,Sailing,TPE,M
0,1964,0,0,0,0,2,Sailing,TTO,M
1,1972,0,0,0,0,2,Sailing,TTO,M
2,1984,0,0,0,0,1,Sailing,TTO,M
3,2012,0,0,0,0,1,Sailing,TTO,M
4,2016,0,0,0,0,1,Sailing,TTO,M
5,2020,0,0,0,0,1,Sailing,TTO,M
0,2016,0,0,0,0,2,Sailing,TUN,F
1,2020,0,0,0,0,3,Sailing,TUN,F
0,1992,0,0,0,0,1,Sailing,TUN,M
1,2004,0,0,0,0,1,Sailing,TUN,M
2,2012,0,0,0,0,1,Sailing,TUN,M
3,2016,0,0,0,0,2,Sailing,TUN,M
4,2020,0,0,0,0,1,Sailing,TUN,M
0,1996,0,0,0,0,1,Sailing,TUR,F
1,2000,0,0,0,0,1,Sailing,TUR,F
2,2008,0,0,0,0,1,Sailing,TUR,F
3,2012,0,0,0,0,1,Sailing,TUR,F
4,2016,0,0,0,0,2,Sailing,TUR,F
5,2020,0,0,0,0,4,Sailing,TUR,F
6,2024,0,0,0,0,5,Sailing,TUR,F
0,1936,0,0,0,0,3,Sailing,TUR,M
1,1960,0,0,0,0,1,Sailing,TUR,M
2,1964,0,0,0,0,3,Sailing,TUR,M
3,1984,0,0,0,0,2,Sailing,TUR,M
4,1988,0,0,0,0,2,Sailing,TUR,M
5,1992,0,0,0,0,2,Sailing,TUR,M
6,1996,0,0,0,0,4,Sailing,TUR,M
7,2000,0,0,0,0,3,Sailing,TUR,M
8,2004,0,0,0,0,5,Sailing,TUR,M
9,2008,0,0,0,0,5,Sailing,TUR,M
10,2012,0,0,0,0,4,Sailing,TUR,M
11,2016,0,0,0,0,4,Sailing,TUR,M
12,2020,0,0,0,0,4,Sailing,TUR,M
13,2024,0,0,0,0,3,Sailing,TUR,M
0,2008,0,0,0,0,1,Sailing,UAE,M
0,1996,2,0,0,2,0,Sailing,UKR,F
1,2000,2,0,0,2,1,Sailing,UKR,F
2,2004,3,0,3,0,1,Sailing,UKR,F
3,2008,0,0,0,0,1,Sailing,UKR,F
4,2012,0,0,0,0,1,Sailing,UKR,F
0,1996,2,2,0,0,8,Sailing,UKR,M
1,2000,0,0,0,0,8,Sailing,UKR,M
2,2004,2,0,2,0,4,Sailing,UKR,M
3,2008,0,0,0,0,5,Sailing,UKR,M
4,2012,0,0,0,0,3,Sailing,UKR,M
5,2016,0,0,0,0,3,Sailing,UKR,M
0,1988,2,0,0,2,0,Sailing,URS,F
0,1952,0,0,0,0,14,Sailing,URS,M
1,1956,0,0,0,0,11,Sailing,URS,M
2,1960,3,2,1,0,8,Sailing,URS,M
3,1964,0,0,0,0,11,Sailing,URS,M
4,1968,1,1,0,0,10,Sailing,URS,M
5,1972,3,2,0,1,10,Sailing,URS,M
6,1976,3,0,3,0,9,Sailing,URS,M
7,1980,6,2,3,1,6,Sailing,URS,M
8,1988,2,0,2,0,11,Sailing,URS,M
0,2012,0,0,0,0,1,Sailing,URU,F
1,2016,0,0,0,0,2,Sailing,URU,F
2,2020,0,0,0,0,2,Sailing,URU,F
3,2024,0,0,0,0,1,Sailing,URU,F
0,1936,0,0,0,0,1,Sailing,URU,M
1,1948,0,0,0,0,3,Sailing,URU,M
2,1952,0,0,0,0,1,Sailing,URU,M
3,1960,0,0,0,0,3,Sailing,URU,M
4,1968,0,0,0,0,1,Sailing,URU,M
5,1984,0,0,0,0,3,Sailing,URU,M
6,1988,0,0,0,0,5,Sailing,URU,M
7,1992,0,0,0,0,3,Sailing,URU,M
8,1996,0,0,0,0,2,Sailing,URU,M
9,2000,0,0,0,0,1,Sailing,URU,M
10,2004,0,0,0,0,2,Sailing,URU,M
11,2008,0,0,0,0,1,Sailing,URU,M
12,2012,0,0,0,0,1,Sailing,URU,M
13,2016,0,0,0,0,2,Sailing,URU,M
14,2020,0,0,0,0,1,Sailing,URU,M
15,2024,0,0,0,0,2,Sailing,URU,M
0,1936,0,0,0,0,1,Sailing,USA,F
1,1952,1,1,0,0,1,Sailing,USA,F
2,1988,2,2,0,0,0,Sailing,USA,F
3,1992,3,0,0,3,1,Sailing,USA,F
4,1996,1,0,0,1,3,Sailing,USA,F
5,2000,2,0,2,0,2,Sailing,USA,F
6,2004,0,0,0,0,7,Sailing,USA,F
7,2008,1,1,0,0,6,Sailing,USA,F
8,2012,0,0,0,0,7,Sailing,USA,F
9,2016,0,0,0,0,7,Sailing,USA,F
10,2020,0,0,0,0,7,Sailing,USA,F
11,2024,0,0,0,0,7,Sailing,USA,F
0,1900,2,0,0,2,2,Sailing,USA,M
1,1928,0,0,0,0,11,Sailing,USA,M
2,1932,19,14,5,0,2,Sailing,USA,M
3,1936,0,0,0,0,13,Sailing,USA,M
4,1948,10,7,1,2,3,Sailing,USA,M
5,1952,11,9,2,0,3,Sailing,USA,M
6,1956,3,2,0,1,10,Sailing,USA,M
7,1960,5,3,0,2,6,Sailing,USA,M
8,1964,11,0,3,8,0,Sailing,USA,M
9,1968,5,5,0,0,6,Sailing,USA,M
10,1972,8,3,0,5,5,Sailing,USA,M
11,1976,7,0,5,2,5,Sailing,USA,M
12,1984,13,7,6,0,0,Sailing,USA,M
13,1988,8,0,5,3,5,Sailing,USA,M
14,1992,13,2,11,0,0,Sailing,USA,M
15,1996,3,0,0,3,9,Sailing,USA,M
16,2000,6,2,2,2,8,Sailing,USA,M
17,2004,4,2,2,0,7,Sailing,USA,M
18,2008,1,0,1,0,10,Sailing,USA,M
19,2012,0,0,0,0,9,Sailing,USA,M
20,2016,1,0,0,1,7,Sailing,USA,M
21,2020,0,0,0,0,6,Sailing,USA,M
22,2024,2,0,0,2,4,Sailing,USA,M
0,1960,0,0,0,0,2,Sailing,VEN,M
1,1964,0,0,0,0,3,Sailing,VEN,M
2,1968,0,0,0,0,4,Sailing,VEN,M
3,1984,0,0,0,0,2,Sailing,VEN,M
4,1996,0,0,0,0,1,Sailing,VEN,M
5,2000,0,0,0,0,1,Sailing,VEN,M
6,2004,0,0,0,0,1,Sailing,VEN,M
7,2008,0,0,0,0,3,Sailing,VEN,M
8,2012,0,0,0,0,2,Sailing,VEN,M
9,2016,0,0,0,0,2,Sailing,VEN,M
10,2020,0,0,0,0,1,Sailing,VEN,M
0,1960,0,0,0,0,2,Sailing,WIF,M
0,1936,0,0,0,0,1,Sailing,YUG,M
1,1952,0,0,0,0,3,Sailing,YUG,M
2,1960,0,0,0,0,3,Sailing,YUG,M
3,1968,0,0,0,0,2,Sailing,YUG,M
4,1972,0,0,0,0,3,Sailing,YUG,M
5,1976,0,0,0,0,1,Sailing,YUG,M
6,1980,0,0,0,0,3,Sailing,YUG,M
7,1984,0,0,0,0,1,Sailing,YUG,M
8,1988,0,0,0,0,1,Sailing,YUG,M
0,1964,0,0,0,0,3,Sailing,ZIM,M
1,1980,0,0,0,0,3,Sailing,ZIM,M
2,1984,0,0,0,0,1,Sailing,ZIM,M
3,1988,0,0,0,0,1,Sailing,ZIM,M
0,2020,0,0,0,0,1,Shooting,AFG,M
0,1988,0,0,0,0,1,Shooting,AHO,F
0,1972,0,0,0,0,1,Shooting,AHO,M
1,1992,0,0,0,0,1,Shooting,AHO,M
2,1996,0,0,0,0,2,Shooting,AHO,M
3,2000,0,0,0,0,1,Shooting,AHO,M
4,2008,0,0,0,0,1,Shooting,AHO,M
0,2024,0,0,0,0,2,Shooting,AIN,F
0,1972,0,0,0,0,1,Shooting,ALB,F
1,1992,0,0,0,0,1,Shooting,ALB,F
2,1996,0,0,0,0,4,Shooting,ALB,F
3,2000,0,0,0,0,2,Shooting,ALB,F
4,2008,0,0,0,0,2,Shooting,ALB,F
5,2020,0,0,0,0,2,Shooting,ALB,F
6,2024,0,0,0,0,2,Shooting,ALB,F
0,1972,0,0,0,0,3,Shooting,ALB,M
1,1992,0,0,0,0,1,Shooting,ALB,M
2,2012,0,0,0,0,2,Shooting,ALB,M
0,2020,0,0,0,0,1,Shooting,ALG,F
1,2024,0,0,0,0,1,Shooting,ALG,F
0,2012,0,0,0,0,1,Shooting,ALG,M
1,2016,0,0,0,0,1,Shooting,ALG,M
2,2024,0,0,0,0,2,Shooting,ALG,M
0,2016,0,0,0,0,1,Shooting,AND,F
0,1976,0,0,0,0,2,Shooting,AND,M
1,1980,0,0,0,0,2,Shooting,AND,M
2,1984,0,0,0,0,2,Shooting,AND,M
3,1992,0,0,0,0,1,Shooting,AND,M
4,1996,0,0,0,0,1,Shooting,AND,M
5,2000,0,0,0,0,1,Shooting,AND,M
6,2004,0,0,0,0,1,Shooting,AND,M
7,2012,0,0,0,0,1,Shooting,AND,M
0,1996,0,0,0,0,1,Shooting,ANG,M
1,2000,0,0,0,0,1,Shooting,ANG,M
2,2016,0,0,0,0,1,Shooting,ANG,M
0,1908,0,0,0,0,3,Shooting,ANZ,M
0,1996,0,0,0,0,5,Shooting,ARG,F
1,2000,0,0,0,0,2,Shooting,ARG,F
2,2016,0,0,0,0,4,Shooting,ARG,F
3,2020,0,0,0,0,3,Shooting,ARG,F
4,2024,0,0,0,0,2,Shooting,ARG,F
0,1924,0,0,0,0,8,Shooting,ARG,M
1,1932,0,0,0,0,2,Shooting,ARG,M
2,1936,0,0,0,0,5,Shooting,ARG,M
3,1948,1,0,1,0,11,Shooting,ARG,M
4,1952,0,0,0,0,7,Shooting,ARG,M
5,1956,0,0,0,0,4,Shooting,ARG,M
6,1960,0,0,0,0,9,Shooting,ARG,M
7,1964,0,0,0,0,8,Shooting,ARG,M
8,1968,0,0,0,0,4,Shooting,ARG,M
9,1972,0,0,0,0,5,Shooting,ARG,M
10,1976,0,0,0,0,6,Shooting,ARG,M
11,1984,0,0,0,0,8,Shooting,ARG,M
12,1988,0,0,0,0,4,Shooting,ARG,M
13,1992,0,0,0,0,4,Shooting,ARG,M
14,1996,0,0,0,0,5,Shooting,ARG,M
15,2000,0,0,0,0,5,Shooting,ARG,M
16,2004,0,0,0,0,8,Shooting,ARG,M
17,2008,0,0,0,0,1,Shooting,ARG,M
18,2012,0,0,0,0,2,Shooting,ARG,M
19,2016,0,0,0,0,2,Shooting,ARG,M
20,2020,0,0,0,0,4,Shooting,ARG,M
21,2024,0,0,0,0,3,Shooting,ARG,M
0,2020,0,0,0,0,1,Shooting,ARM,F
1,2024,0,0,0,0,1,Shooting,ARM,F
0,1996,0,0,0,0,1,Shooting,ARM,M
1,2000,0,0,0,0,1,Shooting,ARM,M
2,2004,0,0,0,0,2,Shooting,ARM,M
3,2008,0,0,0,0,2,Shooting,ARM,M
4,2012,0,0,0,0,2,Shooting,ARM,M
5,2016,0,0,0,0,1,Shooting,ARM,M
0,2020,0,0,0,0,1,Shooting,ARU,M
1,2024,0,0,0,0,1,Shooting,ARU,M
0,1980,0,0,0,0,1,Shooting,AUS,F
1,1984,1,0,0,1,2,Shooting,AUS,F
2,1988,0,0,0,0,4,Shooting,AUS,F
3,1992,0,0,0,0,2,Shooting,AUS,F
4,1996,1,0,0,1,6,Shooting,AUS,F
5,2000,1,0,0,1,12,Shooting,AUS,F
6,2004,1,1,0,0,10,Shooting,AUS,F
7,2008,0,0,0,0,10,Shooting,AUS,F
8,2012,0,0,0,0,9,Shooting,AUS,F
9,2016,1,1,0,0,7,Shooting,AUS,F
10,2020,0,0,0,0,14,Shooting,AUS,F
11,2024,1,0,0,1,5,Shooting,AUS,F
0,1948,0,0,0,0,6,Shooting,AUS,M
1,1956,0,0,0,0,14,Shooting,AUS,M
2,1960,0,0,0,0,10,Shooting,AUS,M
3,1964,0,0,0,0,8,Shooting,AUS,M
4,1968,0,0,0,0,3,Shooting,AUS,M
5,1972,0,0,0,0,4,Shooting,AUS,M
6,1976,0,0,0,0,7,Shooting,AUS,M
7,1980,0,0,0,0,1,Shooting,AUS,M
8,1984,0,0,0,0,8,Shooting,AUS,M
9,1988,0,0,0,0,14,Shooting,AUS,M
10,1992,0,0,0,0,8,Shooting,AUS,M
11,1996,2,2,0,0,11,Shooting,AUS,M
12,2000,2,1,1,0,17,Shooting,AUS,M
13,2004,1,0,0,1,16,Shooting,AUS,M
14,2008,1,0,0,1,15,Shooting,AUS,M
15,2012,0,0,0,0,13,Shooting,AUS,M
16,2016,0,0,0,0,15,Shooting,AUS,M
17,2020,0,0,0,0,14,Shooting,AUS,M
18,2024,0,0,0,0,9,Shooting,AUS,M
0,1984,0,0,0,0,3,Shooting,AUT,F
1,1988,0,0,0,0,6,Shooting,AUT,F
2,1992,0,0,0,0,2,Shooting,AUT,F
3,2000,0,0,0,0,1,Shooting,AUT,F
4,2004,0,0,0,0,1,Shooting,AUT,F
5,2012,0,0,0,0,2,Shooting,AUT,F
6,2016,0,0,0,0,2,Shooting,AUT,F
7,2020,0,0,0,0,2,Shooting,AUT,F
8,2024,0,0,0,0,5,Shooting,AUT,F
0,1906,0,0,0,0,15,Shooting,AUT,M
1,1912,0,0,0,0,15,Shooting,AUT,M
2,1924,0,0,0,0,10,Shooting,AUT,M
3,1936,0,0,0,0,3,Shooting,AUT,M
4,1948,0,0,0,0,3,Shooting,AUT,M
5,1952,0,0,0,0,5,Shooting,AUT,M
6,1960,1,1,0,0,7,Shooting,AUT,M
7,1964,0,0,0,0,5,Shooting,AUT,M
8,1968,0,0,0,0,7,Shooting,AUT,M
9,1972,1,0,0,1,8,Shooting,AUT,M
10,1976,1,0,0,1,9,Shooting,AUT,M
11,1980,1,0,0,1,8,Shooting,AUT,M
12,1984,1,0,1,0,9,Shooting,AUT,M
13,1988,0,0,0,0,12,Shooting,AUT,M
14,1992,0,0,0,0,7,Shooting,AUT,M
15,1996,2,0,1,1,4,Shooting,AUT,M
16,2000,0,0,0,0,7,Shooting,AUT,M
17,2004,1,0,0,1,5,Shooting,AUT,M
18,2008,0,0,0,0,6,Shooting,AUT,M
19,2012,0,0,0,0,5,Shooting,AUT,M
20,2016,0,0,0,0,7,Shooting,AUT,M
21,2020,0,0,0,0,1,Shooting,AUT,M
22,2024,0,0,0,0,5,Shooting,AUT,M
0,1996,0,0,0,0,2,Shooting,AZE,F
1,2000,1,1,0,0,2,Shooting,AZE,F
2,2004,2,0,0,2,1,Shooting,AZE,F
3,2008,0,0,0,0,1,Shooting,AZE,F
4,2012,0,0,0,0,2,Shooting,AZE,F
0,1996,0,0,0,0,1,Shooting,AZE,M
1,2016,0,0,0,0,2,Shooting,AZE,M
2,2020,0,0,0,0,3,Shooting,AZE,M
3,2024,0,0,0,0,2,Shooting,AZE,M
0,1992,0,0,0,0,1,Shooting,BAN,F
1,2000,0,0,0,0,2,Shooting,BAN,F
2,2012,0,0,0,0,1,Shooting,BAN,F
0,1996,0,0,0,0,1,Shooting,BAN,M
1,2004,0,0,0,0,1,Shooting,BAN,M
2,2008,0,0,0,0,1,Shooting,BAN,M
3,2016,0,0,0,0,1,Shooting,BAN,M
4,2020,0,0,0,0,1,Shooting,BAN,M
5,2024,0,0,0,0,1,Shooting,BAN,M
0,1968,0,0,0,0,1,Shooting,BAR,M
1,1972,0,0,0,0,2,Shooting,BAR,M
2,1992,0,0,0,0,1,Shooting,BAR,M
3,1996,0,0,0,0,1,Shooting,BAR,M
4,2000,0,0,0,0,1,Shooting,BAR,M
5,2004,0,0,0,0,1,Shooting,BAR,M
6,2016,0,0,0,0,1,Shooting,BAR,M
0,1976,0,0,0,0,2,Shooting,BEL,F
1,1980,0,0,0,0,1,Shooting,BEL,F
2,1984,0,0,0,0,1,Shooting,BEL,F
3,1988,0,0,0,0,3,Shooting,BEL,F
4,1992,0,0,0,0,4,Shooting,BEL,F
5,1996,0,0,0,0,2,Shooting,BEL,F
6,2000,0,0,0,0,2,Shooting,BEL,F
7,2004,0,0,0,0,1,Shooting,BEL,F
8,2020,0,0,0,0,1,Shooting,BEL,F
0,1900,3,0,1,2,33,Shooting,BEL,M
1,1906,0,0,0,0,1,Shooting,BEL,M
2,1908,6,1,5,0,10,Shooting,BEL,M
3,1920,6,0,6,0,53,Shooting,BEL,M
4,1924,0,0,0,0,27,Shooting,BEL,M
5,1936,0,0,0,0,8,Shooting,BEL,M
6,1948,0,0,0,0,4,Shooting,BEL,M
7,1952,0,0,0,0,6,Shooting,BEL,M
8,1956,0,0,0,0,3,Shooting,BEL,M
9,1960,0,0,0,0,5,Shooting,BEL,M
10,1964,0,0,0,0,2,Shooting,BEL,M
11,1968,0,0,0,0,4,Shooting,BEL,M
12,1972,0,0,0,0,7,Shooting,BEL,M
13,1976,0,0,0,0,4,Shooting,BEL,M
14,1980,0,0,0,0,2,Shooting,BEL,M
15,1984,0,0,0,0,5,Shooting,BEL,M
16,1988,1,0,0,1,4,Shooting,BEL,M
17,1992,0,0,0,0,1,Shooting,BEL,M
