,Year,NOC,Num_Athletes,Female_Ratio,Num_Sports,Num_Events,Rank,Gold,Silver,Bronze,Total,Total_Events,Total_Discipline,Total_Sports,Is_Host
2469,2012,Iran,52,0.8070175438596491,13,51,12.0,7.0,5.0,1.0,13.0,302,40,26,0
2470,2012,Iraq,8,0.625,7,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2471,2012,Ireland,64,0.5526315789473685,14,54,41.0,1.0,1.0,4.0,6.0,302,40,26,0
2472,2012,Israel,37,0.5892857142857143,10,41,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2473,2012,Italy,281,0.5549738219895288,28,169,9.0,8.0,9.0,11.0,28.0,302,40,26,0
2474,2012,Ivory Coast,9,0.4,6,10,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2475,2012,Jamaica,45,0.46774193548387094,4,25,18.0,4.0,5.0,4.0,13.0,302,40,26,0
2476,2012,Japan,291,0.49874686716791977,29,178,11.0,7.0,14.0,17.0,38.0,302,40,26,0
2477,2012,Jordan,9,0.5555555555555556,5,9,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2478,2012,Kazakhstan,113,0.6439393939393939,19,106,23.0,3.0,2.0,6.0,11.0,302,40,26,0
2479,2012,Kenya,47,0.5686274509803921,4,23,29.0,2.0,4.0,7.0,13.0,302,40,26,0
2480,2012,Kiribati,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2481,2012,Kuwait,10,0.75,4,11,79.0,0.0,0.0,1.0,1.0,302,40,26,0
2482,2012,Kyrgyzstan,14,0.8,8,15,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2483,2012,Laos,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2484,2012,Latvia,45,0.72,12,38,48.0,1.0,0.0,1.0,2.0,302,40,26,0
2485,2012,Lebanon,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2486,2012,Lesotho,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2487,2012,Liberia,13,0.3076923076923077,7,13,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2488,2012,Liechtenstein,3,0.25,3,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2489,2012,Lithuania,62,0.5833333333333334,14,54,35.0,2.0,0.0,3.0,5.0,302,40,26,0
2490,2012,Luxembourg,9,0.6363636363636364,7,11,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2491,2012,Madagascar,7,0.42857142857142855,5,7,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2492,2012,Malawi,3,0.3333333333333333,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2493,2012,Malaysia,28,0.5789473684210527,9,25,65.0,0.0,1.0,1.0,2.0,302,40,26,0
2494,2012,Maldives,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2495,2012,Mali,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2496,2012,Malta,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2497,2012,Marshall Islands,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2498,2012,Mauritania,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2499,2012,Mauritius,11,0.36363636363636365,7,10,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2500,2012,Mexico,99,0.6218487394957983,23,75,39.0,1.0,3.0,4.0,8.0,302,40,26,0
2501,2012,Micronesia,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2502,2012,Moldova,20,0.6,9,19,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2503,2012,Monaco,6,0.8333333333333334,6,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2504,2012,Mongolia,29,0.5625,7,32,58.0,0.0,2.0,3.0,5.0,302,40,26,0
2505,2012,Montenegro,33,0.5588235294117647,7,9,70.0,0.0,1.0,0.0,1.0,302,40,26,0
2506,2012,Morocco,63,0.7164179104477612,12,40,79.0,0.0,0.0,1.0,1.0,302,40,26,0
2507,2012,Mozambique,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2508,2012,Myanmar,6,0.5,5,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2509,2012,Namibia,9,0.5555555555555556,5,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2510,2012,Nauru,2,1.0,2,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2511,2012,Nepal,5,0.4,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2512,2012,Netherlands,173,0.527027027027027,19,95,13.0,6.0,6.0,8.0,20.0,302,40,26,0
2513,2012,New Zealand,178,0.5392156862745098,16,87,14.0,6.0,2.0,5.0,13.0,302,40,26,0
2514,2012,Nicaragua,6,0.5,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2515,2012,Niger,6,0.6666666666666666,5,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2516,2012,Nigeria,49,0.5172413793103449,8,31,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2517,2012,North Korea,51,0.2982456140350877,11,27,21.0,4.0,0.0,2.0,6.0,302,40,26,0
2518,2012,North Macedonia,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2519,2012,Norway,61,0.5362318840579711,15,46,34.0,2.0,1.0,1.0,4.0,302,40,26,0
2520,2012,Oman,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2521,2012,Pakistan,20,0.9047619047619048,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2522,2012,Palau,5,0.4,4,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2523,2012,Palestine,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2524,2012,Panama,8,0.75,5,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2525,2012,Papua New Guinea,8,0.5,5,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2526,2012,Paraguay,8,0.6,6,10,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2527,2012,Peru,16,0.5625,9,14,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2528,2012,Philippines,11,0.6363636363636364,8,11,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2529,2012,Poland,210,0.56640625,24,148,23.0,3.0,2.0,6.0,11.0,302,40,26,0
2530,2012,Portugal,76,0.5714285714285714,14,75,70.0,0.0,1.0,0.0,1.0,302,40,26,0
2531,2012,Puerto Rico,25,0.6785714285714286,8,25,65.0,0.0,1.0,1.0,2.0,302,40,26,0
2532,2012,Qatar,12,0.6428571428571429,4,13,65.0,0.0,1.0,1.0,2.0,302,40,26,0
2533,2012,Romania,105,0.5290322580645161,15,75,31.0,2.0,4.0,1.0,7.0,302,40,26,0
2534,2012,Russia,427,0.48451730418943534,30,238,4.0,18.0,21.0,26.0,65.0,302,40,26,0
2535,2012,Rwanda,7,0.7142857142857143,4,7,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2536,2012,SOM,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2537,2012,Saint Kitts and Nevis,4,1.0,1,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2538,2012,Saint Lucia,4,0.25,3,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2539,2012,Saint Vincent and the Grenadines,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2540,2012,Samoa,8,0.6666666666666666,6,9,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2541,2012,San Marino,4,0.25,4,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2542,2012,Sao Tome and Principe,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2543,2012,Saudi Arabia,18,0.9130434782608695,5,14,79.0,0.0,0.0,1.0,1.0,302,40,26,0
2544,2012,Senegal,31,0.78125,8,16,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2545,2012,Serbia,116,0.6865671641791045,15,55,42.0,1.0,1.0,2.0,4.0,302,40,26,0
2546,2012,Seychelles,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2547,2012,Sierra Leone,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2548,2012,Singapore,23,0.3333333333333333,9,29,77.0,0.0,0.0,2.0,2.0,302,40,26,0
2549,2012,Slovakia,47,0.5384615384615384,11,52,63.0,0.0,1.0,3.0,4.0,302,40,26,0
2550,2012,Slovenia,65,0.38461538461538464,15,68,42.0,1.0,1.0,2.0,4.0,302,40,26,0
2551,2012,Solomon Islands,4,0.5,3,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2552,2012,South Africa,124,0.5793103448275863,17,65,20.0,4.0,1.0,1.0,6.0,302,40,26,0
2553,2012,South Korea,249,0.5641025641025641,25,140,5.0,13.0,9.0,9.0,31.0,302,40,26,0
2554,2012,Spain,278,0.5988200589970502,27,135,17.0,4.0,10.0,6.0,20.0,302,40,26,0
2555,2012,Sri Lanka,7,0.625,4,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2556,2012,Sudan,6,0.6666666666666666,2,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2557,2012,Suriname,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2558,2012,Sweden,133,0.39285714285714285,21,81,37.0,1.0,4.0,3.0,8.0,302,40,26,0
2559,2012,Switzerland,98,0.7063492063492064,19,71,33.0,2.0,2.0,0.0,4.0,302,40,26,0
2560,2012,Syria,10,0.6,7,10,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2561,2012,Tajikistan,16,0.8125,7,16,79.0,0.0,0.0,1.0,1.0,302,40,26,0
2562,2012,Tanzania,6,0.6666666666666666,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2563,2012,Thailand,37,0.5116279069767442,15,37,59.0,0.0,2.0,2.0,4.0,302,40,26,0
2564,2012,Timor-Leste,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2565,2012,Togo,6,0.6666666666666666,5,6,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2566,2012,Tonga,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2567,2012,Trinidad and Tobago,25,0.6842105263157895,6,22,42.0,1.0,1.0,2.0,4.0,302,40,26,0
2568,2012,Tunisia,83,0.7586206896551724,17,50,36.0,2.0,0.0,1.0,3.0,302,40,26,0
2569,2012,Turkey,112,0.4369747899159664,16,80,46.0,1.0,1.0,1.0,3.0,302,40,26,0
2570,2012,Turkmenistan,10,0.7,5,10,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2571,2012,Tuvalu,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2572,2012,Uganda,15,0.75,4,12,50.0,1.0,0.0,0.0,1.0,302,40,26,0
2573,2012,Ukraine,230,0.5296052631578947,25,174,15.0,5.0,4.0,10.0,19.0,302,40,26,0
2574,2012,United Arab Emirates,26,0.9230769230769231,6,9,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2575,2012,United States,529,0.502177068214804,31,245,1.0,48.0,26.0,30.0,104.0,302,40,26,0
2576,2012,Uruguay,27,0.8888888888888888,8,11,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2577,2012,Uzbekistan,53,0.6607142857142857,14,52,76.0,0.0,0.0,3.0,3.0,302,40,26,0
2578,2012,Vanuatu,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2579,2012,Venezuela,68,0.5764705882352941,15,70,50.0,1.0,0.0,0.0,1.0,302,40,26,0
2580,2012,Vietnam,18,0.3333333333333333,11,23,79.0,0.0,0.0,1.0,1.0,302,40,26,0
2581,2012,Virgin Islands,7,0.4444444444444444,3,7,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2582,2012,Yemen,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2583,2012,Zambia,7,0.7142857142857143,4,7,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2584,2012,Zimbabwe,7,0.4444444444444444,4,8,0.0,0.0,0.0,0.0,0.0,302,40,26,0
2585,2016,Afghanistan,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2586,2016,Albania,6,0.5,3,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2587,2016,Algeria,64,0.8243243243243243,13,48,63.0,0.0,2.0,0.0,2.0,306,42,28,0
2588,2016,American Samoa,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2589,2016,Andorra,4,0.5,4,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2590,2016,Angola,26,0.3076923076923077,7,10,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2591,2016,Antigua and Barbuda,8,0.7777777777777778,2,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2592,2016,Argentina,215,0.646551724137931,26,80,26.0,3.0,1.0,0.0,4.0,306,42,28,0
2593,2016,Armenia,31,0.7058823529411765,8,32,42.0,1.0,3.0,0.0,4.0,306,42,28,0
2594,2016,Aruba,7,0.42857142857142855,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2595,2016,Australia,420,0.4922779922779923,31,194,10.0,8.0,11.0,10.0,29.0,306,42,28,0
2596,2016,Austria,71,0.5294117647058824,23,61,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2597,2016,Azerbaijan,56,0.7681159420289855,15,62,39.0,1.0,7.0,10.0,18.0,306,42,28,0
2598,2016,Bahamas,29,0.5526315789473685,3,20,51.0,1.0,0.0,1.0,2.0,306,42,28,0
2599,2016,Bahrain,33,0.6060606060606061,4,20,48.0,1.0,1.0,0.0,2.0,306,42,28,0
2600,2016,Bangladesh,6,0.5714285714285714,5,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2601,2016,Barbados,11,0.6153846153846154,5,11,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2602,2016,Belarus,120,0.45774647887323944,22,86,40.0,1.0,4.0,4.0,9.0,306,42,28,0
2603,2016,Belgium,104,0.6159420289855072,19,74,35.0,2.0,2.0,2.0,6.0,306,42,28,0
2604,2016,Belize,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2605,2016,Benin,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2606,2016,Bermuda,8,0.5,5,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2607,2016,Bhutan,2,0.0,2,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2608,2016,Bolivia,12,0.5,5,10,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2609,2016,Bosnia and Herzegovina,11,0.6363636363636364,5,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2610,2016,Botswana,12,0.7857142857142857,3,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2611,2016,Brazil,458,0.5557461406518011,34,222,13.0,7.0,6.0,6.0,19.0,306,42,28,1
2612,2016,British Virgin Islands,4,0.25,2,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2613,2016,Brunei,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2614,2016,Bulgaria,50,0.5689655172413793,14,51,66.0,0.0,1.0,2.0,3.0,306,42,28,0
2615,2016,Burkina Faso,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2616,2016,Burundi,9,0.6,3,9,69.0,0.0,1.0,0.0,1.0,306,42,28,0
2617,2016,Cambodia,6,0.3333333333333333,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2618,2016,Cameroon,22,0.22727272727272727,6,13,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2619,2016,Canada,309,0.3728395061728395,31,175,20.0,4.0,3.0,15.0,22.0,306,42,28,0
2620,2016,Cape Verde,5,0.4,4,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2621,2016,Cayman Islands,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2622,2016,Central African Republic,6,0.5,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2623,2016,Chad,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2624,2016,Chile,42,0.5531914893617021,16,36,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2625,2016,China,390,0.4088176352705411,32,209,3.0,26.0,18.0,26.0,70.0,306,42,28,0
2626,2016,Chinese Taipei,55,0.4626865671641791,18,46,50.0,1.0,0.0,2.0,3.0,306,42,28,0
2627,2016,Colombia,143,0.5159235668789809,21,85,22.0,3.0,2.0,3.0,8.0,306,42,28,0
2628,2016,Comoros,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2629,2016,Congo,14,0.6428571428571429,6,13,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2630,2016,Cook Islands,9,0.4444444444444444,5,9,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2631,2016,Costa Rica,11,0.5833333333333334,6,11,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2632,2016,Croatia,85,0.7419354838709677,18,47,17.0,5.0,3.0,2.0,10.0,306,42,28,0
2633,2016,Cuba,117,0.6993006993006993,19,99,18.0,5.0,2.0,4.0,11.0,306,42,28,0
2634,2016,Cyprus,15,0.6666666666666666,6,19,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2635,2016,Czech Republic,104,0.5851851851851851,20,92,43.0,1.0,2.0,7.0,10.0,306,42,28,0
2636,2016,Denmark,117,0.5734265734265734,16,67,27.0,2.0,6.0,7.0,15.0,306,42,28,0
2637,2016,Djibouti,7,0.875,3,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2638,2016,Dominica,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2639,2016,Dominican Republic,26,0.7333333333333333,11,22,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2640,2016,Ecuador,37,0.6,12,29,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2641,2016,Egypt,118,0.6642335766423357,23,87,75.0,0.0,0.0,3.0,3.0,306,42,28,0
2642,2016,El Salvador,8,0.7,6,10,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2643,2016,Equatorial Guinea,1,1.0,1,1,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2644,2016,Eritrea,12,0.9166666666666666,2,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2645,2016,Estonia,46,0.5714285714285714,13,31,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2646,2016,Eswatini,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2647,2016,Ethiopia,37,0.4473684210526316,3,16,44.0,1.0,2.0,5.0,8.0,306,42,28,0
2648,2016,Fiji,53,0.6792452830188679,10,14,54.0,1.0,0.0,0.0,1.0,306,42,28,0
2649,2016,Finland,54,0.5074626865671642,17,55,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2650,2016,France,392,0.576171875,32,202,7.0,10.0,18.0,14.0,42.0,306,42,28,0
2651,2016,Gabon,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2652,2016,Gambia,4,0.75,3,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2653,2016,Georgia,40,0.6888888888888889,12,40,38.0,2.0,1.0,4.0,7.0,306,42,28,0
2654,2016,Germany,418,0.5410447761194029,29,217,5.0,17.0,10.0,15.0,42.0,306,42,28,0
2655,2016,Ghana,13,0.4666666666666667,5,12,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2656,2016,Great Britain,360,0.5564853556485355,26,198,2.0,27.0,23.0,17.0,67.0,306,42,28,0
2657,2016,Greece,92,0.6442307692307693,16,65,25.0,3.0,1.0,2.0,6.0,306,42,28,0
2658,2016,Grenada,6,0.8333333333333334,2,4,69.0,0.0,1.0,0.0,1.0,306,42,28,0
2659,2016,Guam,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2660,2016,Guatemala,21,0.6,10,19,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2661,2016,Guinea,5,0.4,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2662,2016,Guinea-Bissau,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2663,2016,Guyana,6,0.42857142857142855,2,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2664,2016,Haiti,10,0.7,7,10,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2665,2016,Honduras,23,0.9565217391304348,7,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2666,2016,Hong Kong,36,0.3617021276595745,9,32,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2667,2016,Hungary,153,0.5588235294117647,20,113,12.0,8.0,3.0,4.0,15.0,306,42,28,0
2668,2016,IOA,9,0.8888888888888888,3,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2669,2016,Iceland,8,0.2857142857142857,4,14,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2670,2016,India,112,0.5230769230769231,15,67,67.0,0.0,1.0,1.0,2.0,306,42,28,0
2671,2016,Indonesia,28,0.6451612903225806,7,20,46.0,1.0,2.0,0.0,3.0,306,42,28,0
2672,2016,Iran,63,0.835820895522388,15,46,24.0,3.0,1.0,4.0,8.0,306,42,28,0
2673,2016,Iraq,20,1.0,5,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2674,2016,Ireland,76,0.6666666666666666,14,57,63.0,0.0,2.0,0.0,2.0,306,42,28,0
2675,2016,Israel,47,0.4745762711864407,16,45,77.0,0.0,0.0,2.0,2.0,306,42,28,0
2676,2016,Italy,309,0.5338345864661654,26,171,9.0,8.0,12.0,8.0,28.0,306,42,28,0
2677,2016,Ivory Coast,12,0.4,6,12,51.0,1.0,0.0,1.0,2.0,306,42,28,0
2678,2016,Jamaica,56,0.44155844155844154,4,32,16.0,6.0,3.0,2.0,11.0,306,42,28,0
2679,2016,Japan,335,0.5206422018348624,32,186,6.0,12.0,8.0,21.0,41.0,306,42,28,0
2680,2016,Jordan,8,0.875,6,8,54.0,1.0,0.0,0.0,1.0,306,42,28,0
2681,2016,Kazakhstan,101,0.5365853658536586,19,98,30.0,2.0,5.0,10.0,17.0,306,42,28,0
2682,2016,Kenya,79,0.575,7,29,15.0,6.0,6.0,1.0,13.0,306,42,28,0
2683,2016,Kiribati,3,0.6666666666666666,2,3,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2684,2016,Kosovo,8,0.375,5,8,54.0,1.0,0.0,0.0,1.0,306,42,28,0
2685,2016,Kyrgyzstan,19,0.631578947368421,6,17,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2686,2016,Laos,5,0.6,4,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2687,2016,Latvia,32,0.6060606060606061,12,25,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2688,2016,Lebanon,7,0.8571428571428571,6,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2689,2016,Lesotho,8,0.8888888888888888,3,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2690,2016,Liberia,11,0.5,7,12,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2691,2016,Liechtenstein,3,0.3333333333333333,2,3,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2692,2016,Lithuania,67,0.75,15,49,65.0,0.0,1.0,3.0,4.0,306,42,28,0
2693,2016,Luxembourg,10,0.5333333333333333,5,14,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2694,2016,Madagascar,6,0.3333333333333333,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2695,2016,Malawi,5,0.6,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2696,2016,Malaysia,32,0.5476190476190477,10,29,60.0,0.0,4.0,1.0,5.0,306,42,28,0
2697,2016,Maldives,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2698,2016,Mali,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2699,2016,Malta,7,0.5,4,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2700,2016,Marshall Islands,5,0.4,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2701,2016,Mauritania,2,0.5,1,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2702,2016,Mauritius,11,0.45454545454545453,7,11,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2703,2016,Mexico,122,0.5971223021582733,27,80,61.0,0.0,3.0,2.0,5.0,306,42,28,0
2704,2016,Micronesia,5,0.4,3,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2705,2016,Moldova,23,0.6086956521739131,9,22,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2706,2016,Monaco,3,1.0,3,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2707,2016,Mongolia,43,0.5652173913043478,9,41,67.0,0.0,1.0,1.0,2.0,306,42,28,0
2708,2016,Montenegro,35,0.4857142857142857,7,9,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2709,2016,Morocco,48,0.5961538461538461,13,39,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2710,2016,Mozambique,6,0.875,4,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2711,2016,Myanmar,7,0.625,5,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2712,2016,Namibia,10,0.45454545454545453,4,9,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2713,2016,Nauru,2,1.0,2,2,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2714,2016,Nepal,7,0.42857142857142855,5,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2715,2016,Netherlands,237,0.46504559270516715,23,122,11.0,8.0,7.0,4.0,19.0,306,42,28,0
2716,2016,New Zealand,195,0.5086206896551724,20,100,19.0,4.0,9.0,5.0,18.0,306,42,28,0
2717,2016,Nicaragua,5,0.6,4,5,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2718,2016,Niger,6,0.6666666666666666,4,6,69.0,0.0,1.0,0.0,1.0,306,42,28,0
2719,2016,Nigeria,71,0.6363636363636364,10,36,78.0,0.0,0.0,1.0,1.0,306,42,28,0
2720,2016,North Korea,30,0.34210526315789475,9,28,34.0,2.0,3.0,2.0,7.0,306,42,28,0
2721,2016,North Macedonia,6,0.3333333333333333,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2722,2016,Norway,62,0.5194805194805194,13,53,74.0,0.0,0.0,4.0,4.0,306,42,28,0
2723,2016,Oman,4,0.5,2,4,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2724,2016,Pakistan,7,0.5714285714285714,4,7,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2725,2016,Palau,5,0.5,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2726,2016,Palestine,6,0.6666666666666666,4,6,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2727,2016,Panama,10,0.35714285714285715,7,14,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2728,2016,Papua New Guinea,8,0.75,6,8,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2729,2016,Paraguay,11,0.5454545454545454,7,11,0.0,0.0,0.0,0.0,0.0,306,42,28,0
2730,2016,Peru,28,0.5588235294117647,11,28,0.0,0.0,0.0,0.0,0.0,306,42,28,0
